,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high2,last_low2,last_high1,last_low1
0,20000601,116.738,117.54799999999999,116.71799999999999,117.178,323,4924,117.178,117.178,0.8299999999999983,,,,
1,20000602,117.04799999999999,117.04799999999999,115.598,116.238,2127,5283,117.14113725490196,117.15938613861385,0.8448514851485132,,,,
2,20000605,115.848,116.16799999999999,115.54799999999999,115.568,953,5079,117.07944559784698,117.12787354180962,0.8417851191059685,,,,
3,20000606,115.74799999999999,115.76799999999999,114.398,114.71799999999999,1421,4998,116.98683988812749,117.08015327365497,0.8522448197177314,,,,
4,20000607,114.738,114.93799999999999,114.228,114.348,862,4810,116.88335597094603,117.0260512286321,0.8494280906144098,,,,
5,20000608,114.52799999999999,115.27799999999999,113.698,114.928,1259,4824,116.80667534463441,116.9845056597483,0.8638948610972927,,,,
6,20000609,115.01799999999999,115.77799999999999,114.85799999999999,115.118,367,4682,116.74045278209974,116.94754515163447,0.8650058539468514,,,,
7,20000612,115.458,115.458,114.87799999999999,115.12799999999999,350,4610,116.67721933966445,116.9115145545724,0.8593621736706764,,,,
8,20000613,114.598,114.87799999999999,114.348,114.618,244,4384,116.59646564006977,116.8660984247789,0.8577906454791776,,,,
9,20000614,114.348,114.758,114.318,114.63799999999999,145,4260,116.51966306594939,116.82197766389218,0.849517563390481,,,,
10,20000615,115.238,115.238,114.978,115.02799999999999,2099,2259,116.46116647512784,116.7864533537161,0.8445766215411648,,,,
11,20000616,115.02799999999999,115.04799999999999,114.098,114.098,180,2152,116.3684932800248,116.73321665364251,0.8466642131938147,,,,
12,20000619,114.148,114.49799999999999,114.098,114.49799999999999,68,2068,116.29514060237676,116.6889549377288,0.8378193772889865,,,,
13,20000620,114.678,114.91799999999999,114.458,114.54799999999999,56,1932,116.2266252846365,116.64655979044704,0.8303378054614817,,,,
14,20000621,114.79799999999999,115.79799999999999,114.79799999999999,115.54799999999999,947,3573,116.20001252837625,116.62480613123027,0.838647947927591,,,,
15,20000622,115.62799999999999,116.16799999999999,115.428,115.928,666,3267,116.18934537040072,116.6110079900178,0.8366945232161535,,,,
16,20000623,115.958,116.40799999999999,115.598,116.24799999999999,258,3299,116.19164555195363,116.60381971298774,0.8361659187960314,,,,
17,20000626,116.208,116.788,116.12799999999999,116.29799999999999,266,3209,116.1958163146221,116.59776387708699,0.8326774847604667,,,,
18,20000627,116.37799999999999,116.37799999999999,115.49799999999999,115.508,669,3436,116.1688431258134,116.57618439437239,0.8336145642701603,,,,
19,20000628,115.588,116.12799999999999,115.488,115.71799999999999,258,3479,116.15116300323248,116.55919064398879,0.8297806125024342,,,,
20,20000629,115.788,115.82799999999999,114.82799999999999,115.088,494,3570,116.10947033643905,116.53005815598901,0.83315129344298,,,,
21,20000630,115.07799999999999,115.27799999999999,114.618,115.10799999999999,4,3618,116.07019698991202,116.50189858854368,0.8297225549589605,,,,
22,20000703,115.258,115.49799999999999,115.098,115.18799999999999,137,3611,116.0356010295233,116.47588079471113,0.8212131974350205,,,,
23,20000704,115.588,115.588,115.54799999999999,115.49799999999999,5,3629,116.01451863620866,116.45651681857824,0.8128723420402677,,,,
24,20000705,115.118,115.508,114.988,115.32799999999999,264,3597,115.9875963367495,116.43416995088361,0.8070728897226386,,,,
25,20000706,115.368,115.728,114.96799999999999,115.66799999999999,654,3800,115.97506314707306,116.4189982686879,0.8061407532924875,117.178,114.098,,
26,20000707,115.63799999999999,115.928,115.348,115.868,431,3848,115.97086459228588,116.40808741188219,0.8016627185738243,116.29799999999999,114.098,,
27,20000710,115.708,115.708,115.16799999999999,115.178,379,3873,115.93977186317663,116.38372924531026,0.7996495954337487,116.29799999999999,114.098,,
28,20000711,115.15799999999999,115.598,115.088,115.32799999999999,617,3945,115.91578080971873,116.36282371570016,0.7939139598806052,116.29799999999999,114.098,,
29,20000712,115.52799999999999,116.52799999999999,115.478,116.348,1560,4055,115.93273058188662,116.36253017677541,0.8019552676057418,116.29799999999999,114.098,,
30,20000713,116.448,117.118,116.40799999999999,116.79799999999999,1069,4218,115.96666271593028,116.37115334159174,0.8013224900293904,116.348,114.098,,
31,20000714,116.77799999999999,117.16799999999999,116.54799999999999,116.708,728,4136,115.99573476628596,116.3778235724513,0.7977319456723728,116.79799999999999,114.098,,
32,20000717,116.60799999999999,117.12799999999999,116.57799999999999,116.978,371,4154,116.03425497152965,116.38970825418494,0.7928263625897515,116.79799999999999,114.098,,
33,20000718,116.91799999999999,117.978,116.79799999999999,117.588,996,4604,116.09518614911673,116.41343680360701,0.8004931672909447,116.978,114.098,,
34,20000719,117.848,118.178,117.62799999999999,117.838,747,4565,116.16353179032784,116.44164597581282,0.796324985760431,117.588,114.098,,
35,20000720,117.68799999999999,118.098,116.82799999999999,116.868,1251,4451,116.19115799462871,116.45008862975712,0.8057046890126999,117.838,114.098,,
36,20000721,117.038,117.178,116.568,116.74799999999999,370,4246,116.21299493601582,116.45598786481143,0.8018293486362108,117.838,114.098,,
