,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high2,last_low2,last_high1,last_low1
0,20061002,0.014603999999999999,0.014603999999999999,0.014603999999999999,0.014603999999999999,0,4972,0.014603999999999999,0.014603999999999999,0.0,,,,
1,20061003,0.014584,0.014584,0.014554,0.014574,853,4538,0.014602823529411764,0.014603405940594059,9.90099009900984e-07,,,,
2,20061004,0.014513999999999999,0.014513999999999999,0.014504,0.014544,1224,4698,0.014600516724336793,0.014602229585334772,2.356631702774244e-06,,,,
3,20061005,0.014504,0.014504,0.014504,0.014504,0,4698,0.014596731754754958,0.014600284445031112,3.102044936382677e-06,,,,
4,20061006,0.014363999999999998,0.014363999999999998,0.014363999999999998,0.014363999999999998,0,4698,0.014587605019274372,0.014595605545129507,5.812895531701856e-06,,,,
5,20061010,0.014274,0.014274,0.014274,0.014274,0,4698,0.014575306783224396,0.014589237118493279,7.479966907311682e-06,,,,
6,20061011,0.014224,0.014224,0.014224,0.014224,0,4698,0.014561530046627361,0.014582004700305294,8.321947760632237e-06,,,,
7,20061012,0.014254,0.014254,0.014254,0.014254,0,4698,0.014549470044798837,0.014575509557724992,8.751216121807812e-06,,,,
8,20061013,0.014214,0.014214,0.014214,0.014214,0,4698,0.01453631435676751,0.014568350952621526,9.370003921375977e-06,,,,
9,20061016,0.014204,0.014204,0.014194,0.014284,430,4698,0.01452641967610996,0.014562720240688427,9.580498893229903e-06,,,,
10,20061017,0.014254,0.014254,0.014254,0.014303999999999999,215,4483,0.014517697335870354,0.014557597067605487,9.984845449799617e-06,,,,
11,20061018,0.014294,0.014294,0.014294,0.014294,0,4483,0.014508924891326418,0.014552377323692507,9.985145539902587e-06,,,,
12,20061019,0.014254,0.014254,0.014254,0.014384000000000001,107,4053,0.014504025875980285,0.014549043119262953,1.0579499093567884e-05,,,,
13,20061020,0.014374000000000001,0.014374000000000001,0.014374000000000001,0.014374000000000001,0,4053,0.014498926822020274,0.014545576918881508,1.0568023863992274e-05,,,,
14,20061023,0.014284,0.014284,0.014284,0.014284,0,4053,0.014490498319195948,0.014540397177913557,1.2140934282527112e-05,,,,
15,20061024,0.014254,0.014254,0.014254,0.014294,1,4054,0.014482792502756891,0.014535518025875665,1.2494579148219654e-05,,,,
16,20061025,0.014294,0.014294,0.014294,0.014343999999999999,1,4054,0.014477349659511522,0.014531725589719711,1.2247161739344018e-05,,,,
17,20061026,0.014454,0.014454,0.014454,0.014454,0,4054,0.014476433986589501,0.014530186469131201,1.4182861506881774e-05,,,,
18,20061027,0.014484,0.014484,0.014484,0.014484,0,4054,0.014476730692997757,0.014529271885584049,1.4496072170111848e-05,,,,
19,20061030,0.014484,0.014484,0.014464,0.014464,1,4054,0.0144762314501351,0.014527979372998226,1.4605060840010642e-05,,,,
20,20061031,0.014413999999999998,0.014474,0.014413999999999998,0.014544,3,4056,0.01447888904032588,0.014528296613136874,1.5503970526347118e-05,,,,
21,20061101,0.014534,0.014534,0.014534,0.014534,0,4056,0.014481050254430748,0.014528409551490599,1.53949810109739e-05,,,,
22,20061102,0.014413999999999998,0.014444,0.014413999999999998,0.014554,1122,4056,0.014483911028766797,0.01452891629304524,1.746636752560812e-05,,,,
23,20061103,0.014403999999999998,0.014403999999999998,0.014374000000000001,0.014464,54,4056,0.014483130204109275,0.014527630821895829,2.0684855297378214e-05,,,,
24,20061106,0.014474,0.014474,0.014474,0.014474,0,3791,0.014482772156889303,0.014526568825422644,2.047327400436085e-05,,,,
25,20061107,0.014544,0.014544,0.014434,0.014524,1,3792,0.014484388935050507,0.014526517957592492,2.224608045972002e-05,0.014603999999999999,0.014214,,
26,20061108,0.014534,0.014534,0.014534,0.014534,0,3792,0.01448633446700931,0.014526666116848087,2.2003583816953277e-05,0.014574,0.014214,,
27,20061109,0.014513999999999999,0.014513999999999999,0.014454,0.014603999999999999,1,3793,0.014490948801636396,0.014528197480870898,2.3152027701766087e-05,0.014554,0.014214,,
28,20061110,0.014563999999999999,0.014584,0.014563999999999999,0.014624000000000002,1,3794,0.01449616649568987,0.014530094560457613,2.3485650915592503e-05,0.014603999999999999,0.014214,,
29,20061113,0.014574,0.014574,0.014574,0.014574,0,3794,0.014499218789976542,0.014530963975102017,2.4010687531125353e-05,0.014624000000000002,0.014214,,
30,20061114,0.014584,0.014584,0.014584,0.014584,0,3794,0.014502543543310795,0.014532014193416829,2.3733248174073358e-05,0.014624000000000002,0.014214,,
31,20061115,0.014454,0.014484,0.014454,0.014594,532,3262,0.014506130071024097,0.014533241635131347,2.583754028943824e-05,0.014624000000000002,0.014214,,
32,20061116,0.014563999999999999,0.014563999999999999,0.014563999999999999,0.014563999999999999,0,3261,0.014508399480003544,0.0145338507116634,2.591996523420185e-05,0.014624000000000002,0.014214,,
33,20061117,0.014574,0.014574,0.014574,0.014574,0,3261,0.01451097204941517,0.014534645747076006,2.5604718397881047e-05,0.014624000000000002,0.014214,,
34,20061120,0.014563999999999999,0.014563999999999999,0.014563999999999999,0.014563999999999999,0,3261,0.014513051576889086,0.014535227019411134,2.5295714073170556e-05,0.014624000000000002,0.014284,,
35,20061121,0.014634000000000001,0.014634000000000001,0.014634000000000001,0.014634000000000001,0,3261,0.0145177946523052,0.014537182920016854,2.6180947457860292e-05,0.014624000000000002,0.014284,,
36,20061122,0.014594,0.014613999999999999,0.014474,0.014704,3,3263,0.014525096822803035,0.014540486228531371,2.8830829686417524e-05,0.014634000000000001,0.014284,,
37,20061124,0.014844,0.014854,0.014653999999999999,0.014934000000000001,318,3580,0.014541132241516642,0.01454827858044164,3.2220318207478575e-05,0.014704,0.014284,,
38,20061127,0.014934000000000001,0.014934000000000001,0.014884,0.015004,0,3370,0.01455928391831991,0.014557302766967548,3.257239111426121e-05,0.014934000000000001,0.014284,,
39,20061128,0.014963999999999998,0.014963999999999998,0.014963999999999998,0.015074,1,3370,0.014579468862699523,0.014567534395344427,3.271947247833528e-05,0.015004,0.014284,,
40,20061129,0.014934000000000001,0.014943999999999999,0.014934000000000001,0.015034,211,3581,0.014597293613181895,0.014576771338010875,3.48438393599524e-05,0.015074,0.014294,,
41,20061130,0.015084,0.015104,0.015013999999999998,0.015163999999999999,4,3581,0.014619517393057115,0.014588399628347293,3.593604056074545e-05,0.015074,0.014343999999999999,,
42,20061201,0.015163999999999999,0.015174000000000002,0.015153999999999999,0.015284,0,3581,0.014645575534505855,0.014602173893132495,3.5620475401126784e-05,0.015163999999999999,0.014454,,
43,20061204,0.015194,0.015224000000000001,0.015163999999999999,0.015263999999999998,263,3789,0.014669827474329156,0.014615279360595217,3.729135707635204e-05,0.015284,0.014464,,
44,20061205,0.015274000000000001,0.015274000000000001,0.015274000000000001,0.015274000000000001,0,3789,0.014693520514551542,0.014628323333652738,3.675093416394909e-05,0.015284,0.014464,,
45,20061206,0.015163999999999999,0.015184,0.015134,0.015224000000000001,211,3579,0.014714323631627953,0.014640118911204168,3.8795470121098636e-05,0.015284,0.014464,,
46,20061207,0.015163999999999999,0.015163999999999999,0.015144,0.015203999999999999,105,3684,0.014733526626466072,0.01465128487335854,3.96114014058294e-05,0.015284,0.014464,,
47,20061208,0.015253999999999998,0.015253999999999998,0.015084,0.015104,1,3684,0.014748054994055638,0.01466024952933164,4.219335385323868e-05,0.015284,0.014464,,
