,date,price,note,status,data_index,instru,unit
618,20040824,1093.5,exit,long,1128,24,0
619,20040824,56.144999999999996,exit,short,1068,1,0
620,20040826,1039.91,exit,short,1076,32,0
621,20040826,170.38000000000002,exit,long,1122,5,0
622,20040901,422.75,exit,short,1186,28,0
623,20040908,13162.5,exit,short,1092,21,0
624,20040908,1226.0,exit,long,1129,31,0
625,20040915,94.93,entry,short,1072,11,0
626,20040920,233.8375,entry,long,1081,18,0
627,20040922,30.1515,exit,short,1083,20,0
628,20040928,318.05,exit,short,1085,23,0
629,20041004,1070.31,entry,long,1090,32,0
630,20041005,231.425,exit,long,1175,18,0
631,20041008,93.8275,entry,short,1089,9,0
632,20041008,60.8282,exit,long,1126,33,0
633,20041008,0.4162,entry,long,1089,0,0
634,20041013,52.32,entry,short,1096,1,0
635,20041014,171.3,exit,long,1233,14,0
636,20041015,1037.56,exit,long,1168,32,0
637,20041019,1.0636,entry,long,1095,30,0
638,20041025,31.7155,entry,long,1096,20,0
639,20041026,1.81105,entry,long,1100,2,0
640,20041026,12510.0,entry,short,1107,21,0
641,20041028,1.2085,entry,long,1102,16,0
642,20041101,158.47500000000002,entry,short,1111,17,0
643,20041105,31.13800000000001,exit,long,1122,20,0
644,20041112,81.72655,exit,long,1121,12,0
645,20041116,13030.0,exit,short,1148,21,0
646,20041118,160.2,exit,short,1147,17,0
647,20041202,29.119999999999997,entry,short,1122,20,0
648,20041203,294.3,entry,short,1123,23,0
649,20041209,743.2,exit,long,1146,13,0
650,20041209,0.8345,exit,long,1165,4,0
651,20041209,0.45205,exit,long,1238,0,0
652,20041213,1.2144499999999998,exit,long,1172,16,0
653,20041216,65.4297,entry,long,1135,33,0
654,20041227,265.0,entry,long,1148,22,0
655,20041228,0.9275,entry,short,1139,25,0
656,20050104,20.814999999999998,entry,long,1138,29,0
657,20050105,1.1068000000000002,exit,long,1158,30,0
658,20050105,1.8627500000000001,exit,long,1171,2,0
659,20050107,1.0855,exit,short,1183,25,0
660,20050111,20.190000000000005,exit,long,1181,29,0
661,20050119,13277.5,entry,long,1165,21,0
662,20050124,13.16,entry,short,1165,26,0
663,20050216,264.25,exit,long,1189,22,0
664,20050218,94.82,exit,short,1179,11,0
665,20050222,65.52345,exit,long,1196,33,0
666,20050223,1347.0,entry,long,1177,31,0
667,20050223,444.0,exit,short,1190,3,0
668,20050223,54.05,exit,short,1186,1,0
669,20050223,176.57,entry,long,1177,5,0
670,20050223,1302.375,exit,short,1187,34,0
671,20050224,3.1063,entry,long,1178,15,0
672,20050225,80.6875,entry,short,1183,12,0
673,20050304,303.95,exit,short,1184,23,0
674,20050304,1.2471999999999999,entry,long,1184,25,0
675,20050307,415.875,entry,long,1195,28,0
676,20050307,1159.3600000000001,entry,long,1196,32,0
677,20050308,159.475,entry,long,1197,10,0
678,20050309,60.099999999999994,entry,long,1182,6,0
679,20050309,12.915,exit,short,1219,26,0
680,20050309,28.7145,exit,short,1188,20,0
681,20050309,1.91505,entry,long,1191,2,0
682,20050314,56.225,entry,long,1199,1,0
683,20050317,1121.0600000000002,exit,long,1212,32,0
684,20050317,1150.25,entry,long,1193,24,0
685,20050322,407.75,exit,long,1244,28,0
686,20050322,54.745,exit,long,1243,1,0
687,20050323,19.935000000000002,entry,short,1192,29,0
688,20050323,94.785,entry,short,1201,11,0
689,20050324,1.8569499999999999,exit,long,1238,2,0
690,20050324,1288.4,exit,long,1223,31,0
691,20050330,13395.0,exit,long,1226,21,0
692,20050331,1.1871,entry,short,1206,16,0
693,20050331,284.125,entry,long,1212,22,0
694,20050404,94.8425,exit,short,1207,11,0
695,20050407,230.7,entry,short,1218,18,0
696,20050408,1.3056,exit,long,1233,25,0
697,20050411,3.2085000000000004,exit,long,1232,15,0
698,20050413,80.64845,exit,short,1232,12,0
699,20050413,176.96,exit,long,1224,5,0
700,20050418,93.33000000000001,exit,short,1232,9,0
701,20050429,252.0,exit,long,1233,22,0
702,20050502,1.2077,exit,short,1403,16,0
703,20050503,245.875,entry,short,1235,22,0
704,20050503,427.75,entry,short,1235,3,0
705,20050506,60.075,exit,long,1233,6,0
706,20050509,1.4511,entry,short,1233,7,0
707,20050513,88.55799999999999,entry,long,1271,8,0
708,20050513,1.0604,entry,short,1237,30,0
709,20050513,717.6,entry,short,1233,13,0
710,20050513,28.0395,entry,short,1233,20,0
711,20050513,67.98435,entry,long,1237,33,0
712,20050513,1275.0,entry,short,1243,34,0
713,20050516,272.35,entry,short,1234,23,0
714,20050516,0.7957000000000001,entry,short,1238,4,0
715,20050517,1114.1,exit,long,1235,24,0
716,20050519,81.75784999999999,entry,long,1241,12,0
717,20050520,169.66000000000003,entry,short,1238,5,0
718,20050524,1302.0,exit,short,1269,34,0
719,20050524,445.25,exit,short,1267,3,0
720,20050526,19.915,exit,short,1243,29,0
721,20050527,1.8135,entry,short,1247,2,0
722,20050601,456.375,entry,long,1255,28,0
723,20050602,1130.81,entry,long,1257,32,0
724,20050602,1339.8,entry,long,1246,31,0
725,20050602,176.13,exit,short,1258,5,0
726,20050606,197.8,entry,long,1248,14,0
727,20050607,28.644,exit,short,1258,20,0
728,20050609,251.0,exit,short,1278,22,0
729,20050610,159.9625,entry,short,1263,17,0
730,20050614,725.3,exit,short,1262,13,0
731,20050614,165.22500000000002,exit,long,1288,10,0
732,20050615,12.78,entry,short,1264,26,0
733,20050615,68.9922,exit,long,1292,33,0
734,20050616,56.245000000000005,entry,long,1265,1,0
735,20050616,1151.6,entry,long,1256,24,0
736,20050616,0.8167,exit,short,1271,4,0
737,20050620,179.53,entry,long,1258,5,0
738,20050622,0.47935000000000005,entry,long,1264,0,0
739,20050624,3.3506,entry,long,1262,15,0
740,20050628,56.85499999999999,exit,long,1303,1,0
741,20050628,494.375,exit,long,1304,28,0
742,20050628,1.3422,entry,long,1264,25,0
743,20050701,1297.65,exit,long,1268,31,0
744,20050701,93.1525,entry,short,1271,9,0
745,20050705,0.45510000000000006,exit,long,1273,0,0
746,20050705,191.85,exit,long,1582,14,0
747,20050706,81.2656,exit,long,1282,12,0
748,20050706,94.82249999999999,entry,short,1273,11,0
749,20050706,1126.85,exit,long,1568,24,0
750,20050707,223.475,exit,short,1311,18,0
751,20050708,0.41154999999999997,entry,short,1275,19,0
752,20050711,20.634999999999998,entry,long,1267,29,0
753,20050712,13464.0,entry,long,1285,21,0
754,20050713,91.028,exit,long,1335,8,0
755,20050713,0.8384499999999999,entry,long,1278,4,0
756,20050714,276.125,entry,long,1285,22,0
757,20050715,465.875,entry,long,1286,3,0
758,20050719,3.2952500000000002,exit,long,1347,15,0
759,20050719,1.2979,exit,long,1344,25,0
760,20050720,53.04,entry,short,1274,6,0
761,20050721,278.5,exit,short,1322,23,0
762,20050722,176.51999999999998,exit,long,1345,5,0
763,20050722,447.625,exit,long,1308,3,0
764,20050728,80.4297,entry,short,1289,12,0
765,20050801,266.25,exit,long,1317,22,0
766,20050801,159.325,exit,short,1327,17,0
767,20050802,29.648,entry,long,1288,20,0
768,20050803,0.43395,exit,short,1317,19,0
769,20050804,1.3984,exit,short,1300,7,0
770,20050804,1.7787,exit,short,1315,2,0
771,20050804,1.0316,exit,short,1315,30,0
772,20050805,12.425,exit,short,1338,26,0
773,20050808,1280.375,entry,short,1302,34,0
774,20050817,740.25,entry,long,1299,13,0
775,20050817,20.729999999999997,exit,long,1483,29,0
776,20050817,423.875,entry,short,1309,3,0
777,20050819,30.3895,exit,long,1360,20,0
778,20050825,1131.81,exit,long,1345,32,0
779,20050826,80.90625,exit,short,1393,12,0
780,20050826,1257.0,entry,short,1306,31,0
781,20050829,169.35,entry,long,1318,10,0
782,20050831,244.875,entry,short,1319,22,0
783,20050831,93.265,exit,short,1314,9,0
784,20050902,94.9375,exit,short,1315,11,0
785,20050907,55.754999999999995,exit,short,1323,6,0
786,20050912,338.5,entry,short,1326,28,0
787,20050912,0.47914999999999996,entry,long,1320,0,0
788,20050913,53.59,entry,short,1326,1,0
789,20050919,94.735,entry,short,1325,11,0
790,20050919,1312.0,exit,short,1322,31,0
791,20050926,1.00565,entry,short,1330,30,0
792,20050928,93.0025,entry,short,1332,9,0
793,20050928,1.3594,entry,short,1332,7,0
794,20050930,163.55,entry,long,1341,17,0
795,20051003,55.825,exit,short,1443,1,0
796,20051003,1292.875,exit,short,1342,34,0
797,20051004,230.71249999999998,entry,long,1343,18,0
798,20051004,92.988,entry,long,1372,8,0
799,20051005,262.375,exit,short,1349,22,0
800,20051007,1341.75,entry,long,1335,31,0
801,20051007,14681.5,exit,long,1503,21,0
802,20051011,292.675,entry,long,1337,23,0
803,20051012,1.7442,entry,short,1341,2,0
804,20051014,64.96095,entry,short,1343,33,0
805,20051017,60.32,entry,long,1336,6,0
806,20051017,227.6,exit,long,1411,18,0
807,20051018,0.45665,exit,long,1356,0,0
808,20051021,752.3,exit,long,1505,13,0
809,20051025,173.7,exit,long,1412,10,0
810,20051026,0.45145,entry,long,1351,19,0
811,20051101,1259.75,entry,short,1362,34,0
812,20051101,55.42,exit,long,1359,6,0
813,20051102,0.44730000000000003,entry,short,1356,0,0
814,20051103,0.4374,exit,long,1391,19,0
815,20051114,175.555,entry,short,1361,5,0
816,20051115,0.84415,exit,long,1364,4,0
817,20051117,51.93,entry,short,1359,6,0
818,20051121,1170.06,entry,long,1377,32,0
819,20051121,1.2758,entry,short,1366,25,0
820,20051122,268.0,entry,long,1377,22,0
821,20051123,92.7975,exit,short,1560,9,0
822,20051128,3.1712,entry,short,1369,15,0
823,20051129,66.07815,exit,short,1392,33,0
824,20051205,0.45655,exit,short,1416,0,0
825,20051206,0.8699,entry,long,1378,4,0
826,20051212,12.955,entry,long,1389,26,0
827,20051213,1.7801,exit,short,1405,2,0
828,20051214,1430.35,exit,long,1504,31,0
829,20051214,35.08,entry,long,1381,20,0
830,20051214,340.75,exit,short,1396,28,0
831,20051215,344.35,exit,long,1502,23,0
832,20051215,93.183,exit,long,1439,8,0
833,20051216,276.5,exit,long,1452,22,0
834,20051219,94.655,exit,short,1387,11,0
835,20051221,1255.375,exit,short,1406,34,0
836,20051223,401.375,exit,short,1405,3,0
837,20051227,32.3575,exit,long,1390,20,0
838,20060103,1.4798,exit,short,1397,25,0
839,20060104,179.435,exit,short,1403,5,0
840,20060104,54.980000000000004,exit,short,1397,6,0
841,20060105,1.0101,exit,short,1410,30,0
842,20060105,1.36375,exit,short,1410,7,0
843,20060109,94.6375,entry,short,1400,11,0
844,20060112,165.125,exit,long,1424,17,0
845,20060113,28.795,entry,short,1401,20,0
846,20060113,221.3,entry,short,1413,18,0
847,20060123,1173.3600000000001,exit,long,1499,32,0
848,20060123,3.29425,exit,short,1461,15,0
849,20060202,78.9297,entry,short,1417,12,0
850,20060210,1.1672500000000001,entry,short,1420,25,0
851,20060217,0.9835499999999999,entry,short,1428,30,0
852,20060217,0.4224,entry,short,1428,19,0
853,20060221,13.075,exit,long,1454,26,0
854,20060221,1299.25,entry,long,1437,34,0
855,20060221,168.125,entry,short,1438,10,0
856,20060224,158.95,entry,short,1441,17,0
857,20060228,1.33255,entry,short,1434,7,0
858,20060303,64.2578,entry,short,1437,33,0
859,20060306,1.29755,exit,short,1458,25,0
860,20060307,52.265,entry,short,1431,6,0
861,20060309,0.8694,exit,long,1454,4,0
862,20060313,1.0679,entry,short,1443,16,0
863,20060315,1281.125,exit,long,1558,34,0
864,20060317,294.5,entry,short,1455,28,0
865,20060320,0.43025,entry,short,1448,0,0
866,20060405,1.3708,exit,short,1469,7,0
867,20060406,0.43784999999999996,exit,short,1475,0,0
868,20060406,0.99945,exit,short,1469,30,0
869,20060410,421.0,entry,long,1471,3,0
870,20060411,1.6224,entry,long,1461,25,0
871,20060413,0.37734999999999996,exit,short,1498,19,0
872,20060418,183.70499999999998,entry,long,1465,5,0
873,20060418,163.375,exit,short,1506,10,0
874,20060420,27.6375,exit,short,1537,20,0
875,20060420,152.7625,exit,short,1507,17,0
876,20060424,3.4217,entry,long,1469,15,0
877,20060425,90.833,entry,short,1514,8,0
878,20060425,1.38265,entry,long,1473,7,0
879,20060425,1.0969,exit,short,1473,16,0
880,20060427,0.8896999999999999,entry,long,1475,4,0
881,20060428,1.8122,entry,long,1476,2,0
882,20060428,56.11,entry,long,1483,1,0
883,20060501,215.525,exit,short,1509,18,0
884,20060502,313.5,exit,short,1604,28,0
885,20060504,1.0298500000000002,entry,long,1480,30,0
886,20060505,181.59,exit,long,1505,5,0
887,20060505,1.63605,exit,long,1545,25,0
888,20060505,0.48124999999999996,entry,long,1481,0,0
889,20060505,405.625,exit,long,1517,3,0
890,20060515,1.1347,entry,long,1487,16,0
891,20060518,3.26755,exit,long,1509,15,0
892,20060518,286.25,entry,long,1498,22,0
893,20060523,0.4629,exit,long,1519,0,0
894,20060524,13.49,entry,long,1501,26,0
895,20060526,267.5,exit,long,1558,22,0
896,20060530,1.1075000000000002,exit,long,1531,16,0
897,20060602,49.47,exit,short,1628,6,0
898,20060605,94.60499999999999,exit,short,1552,11,0
899,20060609,54.75,exit,long,1568,1,0
900,20060609,60.52345,exit,short,1543,33,0
901,20060609,89.61299999999999,exit,short,1573,8,0
902,20060609,1.84395,exit,long,1531,2,0
903,20060609,1.0276,exit,long,1531,30,0
904,20060612,1140.46,entry,short,1515,32,0
905,20060612,15478.5,entry,short,1516,21,0
906,20060613,1.39805,exit,long,1531,7,0
907,20060614,13.175,exit,long,1570,26,0
908,20060623,15933.5,exit,short,1562,21,0
909,20060626,390.5,entry,short,1524,3,0
910,20060626,0.3663,entry,short,1516,19,0
911,20060627,175.5375,entry,long,1526,10,0
912,20060630,1171.26,exit,short,1562,32,0
913,20060705,412.125,exit,short,1591,3,0
914,20060710,0.3729,exit,short,1549,19,0
915,20060711,0.8933500000000001,exit,long,1526,4,0
916,20060714,186.635,entry,long,1525,5,0
917,20060717,77.40625,exit,short,1541,12,0
918,20060718,171.55,exit,long,1586,10,0
919,20060718,1.0654,entry,short,1531,16,0
920,20060727,24.634999999999998,entry,short,1530,29,0
921,20060731,0.47605000000000003,entry,long,1540,0,0
922,20060731,181.495,exit,long,1550,5,0
923,20060804,1.8951500000000001,entry,long,1544,2,0
924,20060811,164.05,entry,long,1558,17,0
925,20060815,1257.0,entry,short,1559,34,0
926,20060818,3.15585,entry,short,1550,15,0
927,20060821,223.85,entry,long,1564,18,0
928,20060822,409.0,entry,long,1552,23,0
929,20060822,1.41865,entry,long,1556,7,0
930,20060830,63.1172,entry,long,1562,33,0
931,20060830,175.2,entry,short,1558,5,0
932,20060831,78.57815,entry,long,1563,12,0
933,20060831,1284.625,exit,short,1591,34,0
934,20060901,0.9035500000000001,entry,long,1564,4,0
935,20060901,1818.3,entry,long,1560,31,0
936,20060905,1201.26,entry,long,1574,32,0
937,20060906,1.3186499999999999,entry,short,1562,25,0
938,20060908,23.994,entry,short,1564,20,0
939,20060911,1.86115,exit,long,1590,2,0
940,20060912,379.3,exit,long,1566,23,0
941,20060912,1648.8,exit,long,1583,31,0
942,20060912,0.46045,exit,long,1583,0,0
943,20060913,53.69,entry,short,1578,1,0
944,20060914,160.8,exit,long,1599,17,0
945,20060915,1.00015,entry,short,1573,30,0
946,20060915,0.42755,entry,long,1573,19,0
947,20060919,220.3625,exit,long,1607,18,0
948,20060919,371.8,entry,short,1571,23,0
949,20060928,286.625,entry,long,1590,22,0
950,20061002,0.41774999999999995,exit,long,1689,19,0
951,20061002,94.5675,entry,long,1584,11,0
952,20061003,1310.875,entry,long,1593,34,0
953,20061004,826.75,entry,short,1582,13,0
954,20061004,1317.0,entry,short,1582,24,0
955,20061005,17281.0,entry,long,1597,21,0
956,20061011,78.5704,exit,long,1654,12,0
957,20061011,63.554649999999995,exit,long,1654,33,0
958,20061011,0.87775,exit,long,1590,4,0
959,20061011,1.38165,exit,long,1589,7,0
960,20061016,455.5,entry,long,1602,3,0
961,20061018,21.055,exit,short,1771,29,0
962,20061018,54.815,exit,short,1607,1,0
963,20061020,163.075,entry,short,1607,10,0
964,20061020,396.4,exit,short,1644,23,0
965,20061030,94.57249999999999,exit,long,1603,11,0
966,20061031,862.5,exit,short,1619,13,0
967,20061031,94.57249999999999,entry,long,1604,11,0
968,20061031,1376.375,exit,long,1656,34,0
969,20061101,1.90295,entry,long,1605,2,0
970,20061101,94.57249999999999,exit,long,1605,11,0
971,20061101,92.3125,entry,long,1605,9,0
972,20061101,0.48550000000000004,entry,long,1605,0,0
973,20061102,94.58,entry,long,1606,11,0
974,20061102,13.7325,entry,long,1614,26,0
975,20061103,1408.65,exit,short,1616,24,0
976,20061103,56.7,entry,long,1615,1,0
977,20061106,326.875,entry,long,1617,28,0
978,20061106,92.19250000000001,exit,long,1645,9,0
979,20061107,156.15,entry,short,1619,17,0
980,20061110,17001.0,exit,long,1699,21,0
981,20061117,0.8685,entry,short,1617,4,0
982,20061120,156.8125,exit,short,1680,10,0
983,20061123,88.82299999999998,entry,short,1665,8,0
984,20061124,1.0211999999999999,exit,short,1621,30,0
985,20061124,1.42505,entry,long,1621,7,0
986,20061127,1.06405,exit,short,1629,16,0
987,20061128,1872.2,entry,long,1619,31,0
988,20061130,1.2246000000000001,exit,short,1622,25,0
989,20061130,23.7195,exit,short,1621,20,0
990,20061201,903.35,entry,long,1622,13,0
991,20061206,1.0375999999999999,entry,long,1629,30,0
992,20061207,331.625,exit,long,1792,22,0
993,20061211,94.5575,exit,long,1632,11,0
994,20061214,370.95,entry,short,1631,14,0
995,20061215,216.7375,entry,short,1646,18,0
996,20061218,1822.7,exit,long,1735,31,0
997,20061218,1.4306999999999999,exit,long,1757,7,0
998,20061218,88.608,exit,short,1710,8,0
999,20061218,22.1585,entry,short,1633,20,0
1000,20061219,311.625,exit,long,1726,28,0
1001,20061219,1.01335,exit,long,1653,30,0
1002,20061219,56.44500000000001,exit,long,1811,1,0
1003,20061226,1.03395,entry,short,1642,16,0
1004,20061228,160.02499999999998,exit,short,1662,17,0
1005,20070105,0.98835,entry,short,1644,25,0
1006,20070105,485.875,exit,long,1716,3,0
1007,20070108,859.5,exit,long,1744,13,0
1008,20070108,1.92355,exit,long,1689,2,0
1009,20070111,92.0575,entry,short,1653,9,0
1010,20070111,0.4898,exit,long,1689,0,0
1011,20070112,0.9915499999999999,entry,short,1654,30,0
1012,20070123,13.430000000000001,exit,long,1674,26,0
1013,20070123,403.0,entry,long,1655,23,0
1014,20070124,22.5175,exit,short,1736,20,0
1015,20070126,94.5475,entry,short,1663,11,0
1016,20070126,218.3125,exit,short,1791,18,0
1017,20070129,77.64065,entry,short,1664,12,0
1018,20070201,157.925,exit,short,1701,5,0
1019,20070201,2.5861,exit,short,1700,15,0
1020,20070205,1.0613000000000001,exit,short,1680,25,0
1021,20070213,39.065,entry,short,1666,6,0
1022,20070214,162.175,entry,long,1685,17,0
1023,20070215,1427.8000000000002,entry,long,1672,24,0
1024,20070216,92.08,exit,short,1685,9,0
1025,20070221,78.53905,exit,short,1685,12,0
1026,20070222,0.8551,exit,short,1701,4,0
1027,20070223,348.9,exit,short,1692,14,0
1028,20070227,0.015334,entry,long,100,27,0
1029,20070228,1.034,exit,short,1688,16,0
1030,20070228,1.01095,exit,short,1698,30,0
1031,20070228,1262.0099999999998,exit,long,1694,32,0
1032,20070228,66.125,entry,long,1685,33,0
1033,20070305,94.565,exit,short,1688,11,0
1034,20070306,0.015114,exit,long,176,27,0
1035,20070306,1386.3000000000002,exit,long,1798,24,0
1036,20070308,40.885000000000005,exit,short,1755,6,0
1037,20070308,79.4219,entry,long,1691,12,0
1038,20070309,94.5375,entry,short,1692,11,0
1039,20070315,1287.875,entry,short,1704,34,0
1040,20070319,0.5105500000000001,entry,long,1698,0,0
1041,20070319,87.93799999999997,entry,short,1745,8,0
1042,20070319,163.7375,exit,long,1740,17,0
1043,20070322,0.48214999999999997,entry,long,1701,19,0
1044,20070323,12.780000000000001,entry,short,1709,26,0
1045,20070323,1.36625,entry,long,1697,25,0
1046,20070402,63.82040000000001,exit,long,1743,33,0
1047,20070402,168.55,entry,long,1717,10,0
1048,20070405,13.055,exit,short,1765,26,0
1049,20070409,78.43754999999999,exit,long,1742,12,0
1050,20070410,420.79999999999995,entry,long,1708,14,0
1051,20070411,1291.0,exit,short,1733,34,0
1052,20070413,1.97675,entry,long,1717,2,0
1053,20070416,165.075,exit,long,1764,10,0
1054,20070417,1329.56,entry,long,1727,32,0
1055,20070425,1.01845,entry,long,1725,30,0
1056,20070426,0.88845,entry,long,1726,4,0
1057,20070501,94.535,exit,short,1729,11,0
1058,20070502,94.53,entry,short,1730,11,0
1059,20070503,94.535,exit,short,1731,11,0
1060,20070504,1.00975,entry,short,1732,16,0
1061,20070504,94.53,entry,short,1732,11,0
1062,20070507,94.5325,exit,short,1733,11,0
1063,20070508,155.835,entry,short,1728,5,0
1064,20070508,94.53,entry,short,1734,11,0
1065,20070509,94.5325,exit,short,1735,11,0
1066,20070510,91.95500000000001,entry,short,1736,9,0
1067,20070510,94.525,entry,short,1736,11,0
1068,20070511,410.725,exit,long,1792,23,0
1069,20070517,417.92499999999995,exit,long,1799,14,0
1070,20070518,0.9984,exit,long,1742,30,0
1071,20070518,2.831,entry,long,1736,15,0
1072,20070521,62.1563,entry,short,1743,33,0
1073,20070522,415.25,entry,long,1751,28,0
1074,20070522,0.9954000000000001,entry,short,1744,30,0
1075,20070522,1.9633500000000002,exit,long,1887,2,0
1076,20070523,77.8594,entry,short,1745,12,0
1077,20070525,0.49825,exit,long,1802,19,0
1078,20070601,18833.5,entry,long,1760,21,0
1079,20070606,1343.625,entry,long,1761,34,0
1080,20070608,1343.7599999999998,exit,long,1798,32,0
1081,20070611,87.82299999999998,exit,short,1807,8,0
1082,20070611,1.6784499999999998,exit,long,1782,25,0
1083,20070611,21.990000000000002,entry,short,1751,20,0
1084,20070612,536.625,entry,long,1765,3,0
1085,20070615,94.5275,exit,short,1761,11,0
1086,20070618,94.525,entry,short,1762,11,0
1087,20070619,94.5275,exit,short,1763,11,0
1088,20070619,161.86,exit,short,1757,5,0
1089,20070620,94.525,entry,short,1764,11,0
1090,20070621,94.5275,exit,short,1765,11,0
1091,20070622,94.5275,entry,short,1766,11,0
1092,20070625,94.5275,exit,short,1767,11,0
1093,20070625,515.5,exit,long,1779,3,0
1094,20070625,414.25,exit,long,1812,28,0
1095,20070626,158.325,entry,short,1776,17,0
1096,20070626,94.525,entry,short,1768,11,0
1097,20070626,1715.05,entry,short,1762,31,0
1098,20070627,871.6,entry,short,1763,13,0
1099,20070627,94.5275,exit,short,1769,11,0
1100,20070628,94.525,entry,short,1770,11,0
1101,20070629,94.53,exit,short,1771,11,0
1102,20070702,94.5275,entry,short,1772,11,0
1103,20070702,77.2969,exit,short,1790,12,0
1104,20070702,60.07815,exit,short,1793,33,0
1105,20070703,1.00735,exit,short,1781,30,0
1106,20070703,94.5275,exit,short,1773,11,0
1107,20070703,0.015949,entry,long,189,27,0
1108,20070705,94.525,entry,short,1774,11,0
1109,20070706,94.525,exit,short,1775,11,0
1110,20070706,164.49,entry,long,1769,5,0
1111,20070709,162.35,exit,short,1799,17,0
1112,20070709,94.525,entry,short,1776,11,0
1113,20070709,44.900000000000006,entry,long,1766,6,0
1114,20070709,169.7875,entry,long,1784,10,0
1115,20070711,85.84299999999999,entry,short,1826,8,0
1116,20070711,12.517499999999998,entry,short,1784,26,0
1117,20070711,1.48725,entry,long,1778,7,0
1118,20070718,467.125,entry,short,1790,3,0
1119,20070719,1787.65,exit,short,1824,31,0
1120,20070719,905.55,exit,short,1782,13,0
1121,20070720,44.525,exit,long,1795,6,0
1122,20070723,91.91499999999999,exit,short,1790,9,0
1123,20070723,94.535,exit,short,1786,11,0
1124,20070725,1.00475,exit,short,1790,16,0
1125,20070727,18198.0,exit,long,1799,21,0
1126,20070730,0.5680499999999999,exit,long,1804,0,0
1127,20070730,0.016038999999999998,exit,long,339,27,0
1128,20070730,0.9313,exit,long,1804,4,0
1129,20070730,164.08749999999998,entry,long,1799,17,0
1130,20070801,221.7,entry,long,1801,18,0
1131,20070806,94.60249999999999,entry,long,1796,11,0
1132,20070806,1.02285,entry,long,1796,30,0
1133,20070807,2.8239,exit,long,1908,15,0
1134,20070807,164.26000000000002,exit,long,1908,5,0
1135,20070808,161.28750000000002,exit,long,1846,17,0
1136,20070808,94.54250000000002,exit,long,2007,11,0
1137,20070808,219.6875,exit,long,1834,18,0
1138,20070813,21.166,exit,short,1852,20,0
1139,20070813,92.32,entry,long,1801,9,0
1140,20070814,86.5555,exit,short,2063,8,0
1141,20070814,1.47335,exit,long,2011,7,0
1142,20070815,17200.5,entry,short,1812,21,0
1143,20070816,378.675,entry,short,1798,23,0
1144,20070816,0.99915,exit,long,1990,30,0
1145,20070817,79.70315,entry,long,1805,12,0
1146,20070823,498.375,exit,short,1836,3,0
1147,20070824,12.775,exit,short,1823,26,0
1148,20070827,92.35499999999999,exit,long,1970,9,0
1149,20070831,64.7344,entry,long,1815,33,0
1150,20070910,930.1,entry,long,1814,13,0
1151,20070913,65.33500000000001,entry,long,1829,1,0
1152,20070913,357.125,entry,long,1830,22,0
1153,20070914,0.9577,entry,long,1824,4,0
1154,20070917,550.125,entry,long,1832,28,0
1155,20070918,209.7875,entry,short,1834,18,0
1156,20070921,62.67185,exit,long,1999,33,0
1157,20070921,79.5781,exit,long,1976,12,0
1158,20070924,13.39,entry,long,1836,26,0
1159,20070926,1543.25,entry,long,1826,24,0
1160,20070927,17713.0,exit,short,1849,21,0
1161,20070928,45.805,entry,long,1824,6,0
1162,20070928,0.6065499999999999,entry,long,1834,0,0
1163,20071001,396.3,exit,short,1837,23,0
1164,20071002,167.65000000000003,exit,long,1844,10,0
1165,20071003,532.5,exit,long,1961,28,0
1166,20071003,442.75,entry,long,1831,14,0
1167,20071004,158.4,entry,short,1846,17,0
1168,20071008,1393.9099999999999,entry,long,1848,32,0
1169,20071009,1630.125,exit,long,1872,34,0
1170,20071012,0.5609500000000001,entry,long,1843,19,0
1171,20071016,1.8611,entry,long,1840,25,0
1172,20071022,1334.86,exit,long,1873,32,0
1173,20071024,162.425,entry,short,1860,10,0
1174,20071025,413.6,exit,long,1858,14,0
1175,20071029,1882.15,entry,long,1849,31,0
1176,20071109,16153.0,entry,short,1873,21,0
1177,20071109,519.625,entry,long,1871,3,0
1178,20071113,1.06905,entry,long,1864,16,0
1179,20071113,1572.6,exit,long,1977,24,0
1180,20071114,1020.65,exit,long,1955,13,0
1181,20071114,1.0343,exit,long,1879,4,0
1182,20071114,0.6251,exit,long,1887,0,0
1183,20071116,372.875,entry,short,1863,14,0
1184,20071120,1254.06,entry,short,1879,32,0
1185,20071120,40.25,exit,long,1862,6,0
1186,20071120,1868.15,exit,long,1972,31,0
1187,20071127,351.25,exit,long,1883,22,0
1188,20071129,1.9841,exit,long,1908,25,0
1189,20071129,19.734,entry,short,1871,20,0
1190,20071203,16483.0,exit,short,1992,21,0
1191,20071203,1308.56,exit,short,1982,32,0
1192,20071203,1.0570000000000002,exit,long,1990,16,0
1193,20071210,379.525,entry,short,1878,23,0
1194,20071211,199.58749999999998,exit,short,1996,18,0
1195,20071214,1727.75,entry,long,1895,34,0
1196,20071218,0.5444499999999999,exit,long,1986,19,0
1197,20071221,19.38,entry,long,1882,29,0
1198,20071231,1644.375,exit,long,1981,34,0
1199,20080102,410.82500000000005,exit,short,1902,23,0
1200,20080103,385.625,entry,long,1907,22,0
1201,20080104,383.95000000000005,exit,short,1919,14,0
1202,20080107,1.9749,entry,short,1900,2,0
1203,20080110,20.332,exit,short,1920,20,0
1204,20080114,46.04,entry,long,1895,6,0
1205,20080115,419.95,entry,long,1902,23,0
1206,20080123,19.905,exit,long,1941,29,0
1207,20080124,74.36,exit,long,2044,1,0
