,date,close_balance,open_profit,equity,total_risk
70,20000907,4565765.682499999,139691.56499999738,4705457.247499997,948553.4690648029
71,20000908,4521578.182499999,196696.96499999886,4718275.147499998,943566.9709015161
72,20000911,4521578.182499999,263763.3649999997,4785341.5474999985,997663.1331608918
73,20000912,4492444.432499999,239647.5649999973,4732091.997499997,952955.7039243046
74,20000913,4492444.432499999,246874.064999999,4739318.497499999,924212.9597684032
75,20000914,4492444.432499999,231416.36499999737,4723860.797499997,867491.7829091589
76,20000915,4492444.432499999,314691.1649999971,4807135.597499996,921731.6266504659
77,20000918,4470210.763899999,309616.14499999746,4779826.908899996,905636.2090866325
78,20000919,4406479.363899998,368189.24499999796,4774668.608899997,879775.5987853524
79,20000920,4393011.988899998,383994.6449999951,4777006.633899993,885705.3665072235
80,20000921,4368506.988899998,306157.57499999297,4674664.563899991,814630.2738693183
81,20000922,4368506.988899998,126373.16499999496,4494880.153899994,603246.5430675127
82,20000925,4389866.988899998,52825.684999998135,4442692.673899996,462442.6896984746
83,20000926,4388199.788899998,21256.484999997636,4409456.273899996,368932.03709712526
84,20000927,4362674.788899998,15031.624999993965,4377706.413899993,316910.47235576244
85,20000928,4312749.788899998,14019.294999995276,4326769.083899993,265524.9981506967
86,20000929,4269335.763899998,50570.774999993795,4319906.538899992,282456.9734003255
87,20001002,4204727.638899998,52784.30500000011,4257511.9438999975,278460.7194846372
88,20001003,4111133.888899998,112789.52499999366,4223923.413899992,274176.1809952544
89,20001004,4111133.888899998,94323.72499999363,4205457.613899992,255173.88299718083
90,20001005,4111133.888899998,95653.32499999374,4206787.2138999915,255958.0085675435
91,20001006,4111133.888899998,106064.52499999365,4217198.413899992,257124.62876641983
92,20001009,4111133.888899998,114312.02499999362,4225445.913899992,265209.50406144804
93,20001010,4111133.888899998,119086.35499999762,4230220.243899995,262772.3383797063
94,20001011,4111133.888899998,142842.78499999567,4253976.673899993,313150.07878835005
95,20001012,4111133.888899998,196502.33500000104,4307636.223899999,398155.70861432364
96,20001013,4111133.888899998,183327.4049999947,4294461.2938999925,375596.8315637737
97,20001016,4111133.888899998,215309.97499999896,4326443.8638999965,399851.38639437093
98,20001017,4111133.888899998,243509.30499999615,4354643.193899994,412449.69107613934
99,20001018,4111133.888899998,243626.43499999895,4354760.3238999965,402376.73720647075
100,20001019,4111133.888899998,180464.43499999892,4291598.3238999965,328116.28032936645
101,20001020,4077045.2708999976,201085.2349999988,4278130.5058999965,307350.47868899984
102,20001023,4080584.9168999973,215319.8649999995,4295904.781899997,364062.42039310164
103,20001024,4090804.384899997,190312.46499999813,4281116.849899995,329265.1940835103
104,20001025,4088784.384899997,203143.16499999695,4291927.549899994,338949.0888133312
105,20001026,4073630.784899997,222231.53500000155,4295862.319899999,341402.7752724736
106,20001027,4073630.784899997,209767.87499999898,4283398.659899996,362792.891603714
107,20001030,4073630.784899997,220306.3149999944,4293937.099899991,360073.8353343276
108,20001031,4073630.784899997,202686.3149999942,4276317.099899991,339012.237208892
109,20001101,4073630.784899997,195751.71499999435,4269382.499899992,379152.95983841876
110,20001102,4073630.784899997,175706.84499999863,4249337.629899995,345416.29499014
111,20001103,4073630.784899997,174031.7149999942,4247662.499899991,323495.6680596383
112,20001106,4086898.685699997,142539.58499999813,4229438.270699996,285595.1076030131
113,20001107,4105688.436099997,111834.48499999614,4217522.9210999925,215645.1541851321
114,20001108,4105688.436099997,117434.48499999632,4223122.921099993,203532.85288899665
115,20001109,4054396.261099997,172804.48499999882,4227200.746099995,219139.0475200495
116,20001110,4054396.261099997,177863.8149999968,4232260.076099994,223446.02394058323
117,20001113,4054396.261099997,168966.89500000037,4223363.156099997,207553.48983794573
118,20001114,4054396.261099997,184765.06499999476,4239161.326099992,222816.84997494935
119,20001115,4054396.261099997,188863.81499999572,4243260.076099993,279191.6830164529
120,20001116,4054396.261099997,192982.56499999494,4247378.826099992,275391.0202834517
121,20001117,4054396.261099997,196668.8149999968,4251065.076099994,278265.9561375005
122,20001120,4025124.886099997,218061.31499999666,4243186.201099994,289522.72227166826
123,20001121,3991712.386099997,241743.81499999517,4233456.201099992,267484.63029222196
124,20001122,3991712.386099997,234116.98499999652,4225829.371099994,258628.91493650517
125,20001123,4064817.451799995,229334.61999999604,4294152.071799991,259180.5939504568
126,20001124,4121400.209699992,212647.13499999788,4334047.34469999,242275.17729520673
127,20001127,4132460.849699989,196859.66499999518,4329320.514699984,208581.97791814402
128,20001128,4189115.9774999856,203199.69499999582,4392315.672499982,244043.82871220197
129,20001129,4203551.002499987,215574.95999999397,4419125.962499982,244937.97302609065
130,20001130,4195172.002499987,247137.89999999836,4442309.902499986,268056.4703922569
131,20001201,4218732.244799988,256582.68000000087,4475314.924799989,268921.2503922596
132,20001204,4246796.644799988,308967.68000000104,4555764.324799988,358874.4209643399
133,20001205,4246796.644799988,324007.6799999997,4570804.3247999875,372461.5778045249
134,20001206,4246796.644799988,378745.61999999266,4625542.26479998,485397.182001041
135,20001207,4349486.155799988,343948.1199999937,4693434.275799981,481606.3503000243
136,20001208,4349486.155799988,350355.399999997,4699841.555799984,479712.97742279567
137,20001211,4349486.155799988,384627.6799999994,4734113.835799987,555969.1471768051
138,20001212,4349486.155799988,327280.1800000005,4676766.335799988,494700.43665341684
139,20001213,4404098.255799987,227395.1799999991,4631493.435799986,347655.7055103292
140,20001214,4363673.255799987,278854.7199999951,4642527.975799982,404613.7830680352
141,20001215,4363673.255799987,313831.91999999416,4677505.175799982,461828.48306803196
142,20001218,4363673.255799987,345844.2199999933,4709517.475799981,496484.2648903157
143,20001219,4363673.255799987,273340.0399999949,4637013.295799982,418062.5848903173
144,20001220,4392541.955799985,339751.95999999414,4732293.915799979,472956.4015381595
145,20001221,4319613.355799985,412656.2799999983,4732269.6357999835,490658.48182228673
146,20001222,4319613.355799985,425946.75999999605,4745560.115799981,503878.0473039588
147,20001226,4319613.355799985,396841.75999999436,4716455.115799979,459349.70438704704
148,20001227,4319613.355799985,388445.13999999105,4708058.495799976,444725.942319973
149,20001228,4352074.285799975,356070.6499999994,4708144.935799974,473666.8391057214
150,20001229,4352074.285799975,350833.7499999994,4702908.035799974,466306.96722803055
151,20010102,4325333.285799975,393023.4499999984,4718356.735799973,714206.4975880962
152,20010103,4275197.035799975,482569.1024999926,4757766.138299967,955640.0415408512
153,20010104,4236697.035799975,602624.9224999995,4839321.958299974,996651.0348586732
154,20010105,4206513.035799975,687850.3125000002,4894363.348299975,1160056.0217370715
155,20010108,4168513.0357999746,715719.0975000003,4884232.133299975,1101751.7250000015
156,20010109,4194673.035799975,636199.4774999965,4830872.513299971,978404.7049999973
157,20010110,4194673.035799975,617534.4424999985,4812207.4782999735,936303.8699999985
158,20010111,4194673.035799975,623461.2574999991,4818134.293299974,916248.185000001
159,20010112,4194673.035799975,525407.0824999965,4720080.118299971,818194.0099999985
160,20010115,4194673.035799975,525407.0824999965,4720080.118299971,818194.0099999985
161,20010116,4559850.008299975,164292.10000000006,4724142.108299974,319078.2999999998
162,20010117,4559850.008299975,141336.90000000029,4701186.908299975,296123.10000000003
163,20010118,4719800.008299975,6165.400000000176,4725965.408299975,318766.6
164,20010119,4719800.008299975,-15374.999999999742,4704425.008299975,273068.00000000006
165,20010122,4719800.008299975,3998.5000000001164,4723798.508299975,284980.8999999999
166,20010123,4719800.008299975,24373.800000000047,4744173.808299975,273002.19999999984
167,20010124,4719800.008299975,-14784.199999999924,4705015.808299975,223530.50000000023
168,20010125,4687250.008299975,21577.399999999998,4708827.408299975,208617.10000000015
169,20010126,4657200.008299975,59296.499999999985,4716496.508299975,186486.2000000002
170,20010129,4657200.008299975,66401.79999999996,4723601.808299975,270854.0000000002
171,20010130,4657200.008299975,53670.400000000096,4710870.408299975,254672.60000000036
172,20010131,4657200.008299975,73037.79999999993,4730237.808299975,289959.5000000002
173,20010201,4657200.008299975,88380.70000000004,4745580.708299975,286275.67918441613
174,20010202,4657200.008299975,55310.79999999993,4712510.808299975,249718.279184416
175,20010205,4657200.008299975,47760.40000000008,4704960.408299975,302076.93041725934
176,20010206,4657200.008299975,42850.00000000005,4700050.008299975,271692.16389042005
177,20010207,4657200.008299975,77767.89999999994,4734967.908299975,294233.38795447076
178,20010208,4657200.008299975,114792.1999999999,4771992.208299975,324454.1716734725
179,20010209,4635253.430849975,102125.99999999977,4737379.430849975,332810.25068990927
180,20010212,4635253.430849975,103765.99999999993,4739019.430849975,334086.04584555177
181,20010213,4635253.430849975,95311.19999999966,4730564.630849974,386118.83499988914
182,20010214,4635253.430849975,40861.999999999716,4676115.430849975,331565.63426998246
183,20010215,4635253.430849975,60952.799999999814,4696206.230849975,390414.70880205417
184,20010216,4597245.505849975,39850.09999999984,4637095.605849975,313511.4360456689
185,20010219,4597245.505849975,39850.09999999984,4637095.605849975,313511.4360456689
186,20010220,4552875.505849975,79512.10000000015,4632387.605849976,360838.1
187,20010221,4534127.152249975,74661.40000000013,4608788.5522499755,326016.90000000014
188,20010222,4489826.081899975,127190.49999999983,4617016.581899975,439660.19999999955
189,20010223,4489826.081899975,130077.00000000012,4619903.081899975,448397.05054074957
190,20010226,4489826.081899975,160423.09999999992,4650249.181899975,473376.75038732984
191,20010227,4489826.081899975,164158.79999999996,4653984.881899975,466587.42958758055
192,20010228,4489826.081899975,93772.3000000003,4583598.381899976,434412.9167490148
193,20010301,4489072.631899975,43548.40000000037,4532621.031899976,423436.41835595726
194,20010302,4457752.631899975,17545.900000000052,4475298.531899976,380386.5826024279
195,20010305,4429446.881899975,33580.30000000011,4463027.181899975,389748.646848899
196,20010306,4378568.006899975,14385.50000000019,4392953.506899975,361196.2825609059
197,20010307,4336928.131899975,60662.40000000036,4397590.531899976,407660.682560906
198,20010308,4327997.881899975,50818.2000000003,4378816.081899975,390286.9725886522
199,20010309,4313077.381899975,77474.10000000018,4390551.481899976,409233.98184031097
200,20010312,4307123.881899975,89414.70000000008,4396538.581899975,412256.1442324234
201,20010313,4277461.381899975,139321.70000000042,4416783.081899975,409403.96575703425
202,20010314,4277461.381899975,219794.0000000001,4497255.381899975,481840.9349807643
203,20010315,4277461.381899975,285230.40000000026,4562691.781899976,646080.2643032213
204,20010316,4277461.381899975,336538.70000000007,4614000.081899975,654025.6999999998
205,20010319,4277461.381899975,313502.4000000002,4590963.781899976,620772.2000000001
206,20010320,4277461.381899975,265789.79999999993,4543251.181899975,551409.1999999997
207,20010321,4305881.381899975,287591.49999999994,4593472.881899975,548199.8999999994
208,20010322,4305881.381899975,366849.50000000035,4672730.881899975,653306.6278379062
209,20010323,4305881.381899975,292536.40000000014,4598417.781899976,558690.1814266724
210,20010326,4302809.081899975,226166.30000000022,4528975.381899975,485975.144606811
211,20010327,4302809.081899975,266114.10000000003,4568923.181899975,513439.4090700418
212,20010328,4302809.081899975,304935.49999999994,4607744.581899975,546351.4999999998
213,20010329,4302809.081899975,382919.45000000036,4685728.531899976,739666.7000000002
214,20010330,4302809.081899975,496435.3500000004,4799244.431899976,911382.6000000001
215,20010402,4302809.081899975,507125.85000000044,4809934.931899976,916803.1000000003
216,20010403,4302809.081899975,405839.35000000015,4708648.431899976,814441.5999999997
217,20010404,4302809.081899975,331820.85,4634629.931899975,721153.0999999996
218,20010405,4302809.081899975,367658.4500000005,4670467.531899976,727250.7000000003
219,20010406,4302809.081899975,311529.0500000002,4614338.131899975,668533.8
220,20010409,4302809.081899975,308780.05000000016,4611589.131899975,640627.3000000002
221,20010410,4302809.081899975,341053.5500000003,4643862.631899975,734289.8000000004
222,20010411,4246948.241899976,347245.9500000003,4594194.191899976,629670.0999999999
223,20010412,4237453.241899976,322470.05000000016,4559923.291899975,547902.9999999998
224,20010416,4237453.241899976,331598.0500000003,4569051.291899975,525681.6999999998
225,20010417,4286053.241899976,277170.3500000003,4563223.591899976,420769.6000000001
226,20010418,4272484.441899976,295532.2500000005,4568016.691899977,352881.5915008891
227,20010419,4272484.441899976,277314.2500000003,4549798.691899976,293393.8047018218
228,20010420,4273965.712199976,278516.2500000004,4552481.962199976,312692.47889518505
229,20010423,4222635.868199976,332265.5000000003,4554901.368199976,352938.3017916931
230,20010424,4222635.868199976,323237.50000000035,4545873.368199976,343910.30179169314
231,20010425,4222635.868199976,319738.50000000047,4542374.368199976,330299.3017916934
232,20010426,4222635.868199976,299622.0000000005,4522257.868199977,283439.69285902014
233,20010427,4222635.868199976,355630.5000000004,4578266.368199976,359063.74303033366
234,20010430,4222635.868199976,328976.5000000004,4551612.368199976,332203.4308220171
235,20010501,4222635.868199976,328609.5000000002,4551245.368199976,331701.77826138976
236,20010502,4222635.868199976,304051.00000000035,4526686.868199976,291571.4967966292
237,20010503,4222635.868199976,355361.50000000023,4577997.368199976,437650.91718699987
238,20010504,4222635.868199976,328895.50000000023,4551531.368199976,407111.5622589147
239,20010507,4273902.118199976,331184.0000000002,4605086.118199976,405746.29138848395
240,20010508,4273902.118199976,340143.0000000001,4614045.118199976,402740.0855809967
241,20010509,4326418.868199976,382007.5000000007,4708426.368199977,402244.24319989636
242,20010510,4382205.368199976,413135.0000000005,4795340.368199977,410801.0433466426
243,20010511,4382205.368199976,414397.5,4796602.868199976,407193.1708916201
244,20010514,4382205.368199976,342909.50000000006,4725114.868199976,419456.8158304403
245,20010515,4432185.368199976,342326.50000000035,4774511.868199976,398968.2005250201
246,20010516,4522473.368199976,293469.0000000003,4815942.368199976,358850.07622010633
247,20010517,4549712.1108999755,280052.5000000004,4829764.6108999755,332898.48008486663
248,20010518,4549712.1108999755,291050.0000000004,4840762.1108999755,335938.1271131304
249,20010521,4549549.613699975,334997.0000000002,4884546.613699975,352803.0409543373
250,20010522,4549549.613699975,380975.50000000023,4930525.113699975,375295.3529544021
251,20010523,4549549.613699975,400044.5000000002,4949594.113699975,436752.8238083557
252,20010524,4549549.613699975,414100.50000000023,4963650.113699975,411900.48188465333
253,20010525,4549549.613699975,442694.5000000003,4992244.113699975,426702.03520602547
254,20010529,4549549.613699975,430402.50000000035,4979952.113699975,408370.0352060258
255,20010530,4549549.613699975,391949.00000000047,4941498.613699976,494799.64203264064
256,20010531,4549549.613699975,396116.5000000002,4945666.113699975,496024.97090328124
257,20010601,4500173.393699976,374446.4999999998,4874619.893699976,429953.64658043114
258,20010604,4466573.653699975,392309.2999999997,4858882.953699975,411266.0602534846
259,20010605,4466573.653699975,382648.00000000006,4849221.653699975,396152.4982414188
260,20010606,4442147.052549976,376665.7499999999,4818812.802549976,387295.6297928684
261,20010607,4387698.178099976,371596.94999999995,4759295.128099976,381752.5620448311
262,20010608,4365038.428099976,391125.55,4756163.978099976,396000.30933107197
263,20010611,4344392.878099976,409223.5499999996,4753616.428099976,413075.5715225356
264,20010612,4321481.353099976,382153.95000000007,4703635.303099976,369550.4928785254
265,20010613,4236598.236049976,397889.50000000035,4634487.736049976,335454.29202944593
266,20010614,4214442.036049976,375706.99999999994,4590149.036049976,432339.59812787245
267,20010615,4214442.036049976,409560.4999999995,4624002.536049975,481019.5981278719
268,20010618,4214442.036049976,408960.4999999998,4623402.536049976,491371.82909394725
269,20010619,4214442.036049976,451991.9999999999,4666434.036049976,529707.8042351898
270,20010620,4214442.036049976,453619.00000000035,4668061.036049976,522512.37887858687
271,20010621,4179645.864549976,405409.0000000001,4585054.864549976,502314.37998395367
272,20010622,4164659.6755499756,413191.0000000003,4577850.675549976,510109.3409772299
273,20010625,4086540.5855499757,467714.6000000002,4554255.185549976,556964.4999999997
274,20010626,4086540.5855499757,430523.9999999995,4517064.585549975,551918.6356053759
275,20010627,4104765.427599976,424878.4499999997,4529643.877599975,624730.9701232966
276,20010628,4104765.427599976,423569.4500000004,4528334.877599976,653061.2983200254
277,20010629,4104765.427599976,412542.95000000007,4517308.377599976,630454.2627984465
278,20010702,4034253.727599976,484970.44999999984,4519224.177599976,738934.0475380444
279,20010703,4034253.727599976,430599.64999999956,4464853.377599976,646833.0157062372
280,20010704,4013487.347599976,433978.0499999996,4447465.397599976,645532.1490641637
281,20010705,3950452.452599976,490616.7500000001,4441069.202599976,640132.2857579101
282,20010706,3997224.9025999764,388715.24999999994,4385940.152599976,652808.4891112194
283,20010709,3963067.9025999764,392404.4499999998,4355472.352599977,623133.9564986336
284,20010710,3951576.702599976,371421.04999999993,4322997.752599976,599853.9830293534
285,20010711,3927096.702599976,360389.1499999996,4287485.852599976,565026.5377340065
286,20010712,3963890.144099976,349842.69999999995,4313732.844099976,639712.3726729109
287,20010713,3989527.438999976,387948.39999999973,4377475.8389999755,672296.411341117
288,20010716,3993254.7422999763,401221.0000000001,4394475.742299977,755368.8390831894
289,20010717,4015567.0637999764,441424.79999999976,4456991.863799976,746717.6390831892
290,20010718,4029529.5097999764,366551.9999999995,4396081.509799976,686896.8396139784
291,20010719,4025929.5097999764,375906.4999999997,4401836.009799976,696492.2965994179
292,20010720,4009279.5097999764,377711.49999999953,4386991.009799976,673138.9422113106
293,20010723,3981851.5097999764,427073.8999999998,4408925.409799976,505102.43090418895
294,20010724,3960403.109799976,411447.9,4371851.009799976,464357.5733746522
295,20010725,3947714.909799976,365113.3999999996,4312828.309799976,436445.1885202776
296,20010726,3947714.909799976,319933.3499999998,4267648.259799976,465616.7691539489
297,20010727,4195611.289799976,295370.5499999995,4490981.839799976,490954.90089145745
298,20010730,4387714.879799976,366392.84999999957,4754107.729799976,529780.8228470775
299,20010731,4597649.479799977,380538.4499999996,4978187.929799976,530499.5866182399
300,20010801,4818384.959799977,352648.4499999997,5171033.409799976,472263.0228947883
301,20010802,4783731.686599977,252502.24999999974,5036233.936599977,380459.98332956654
302,20010803,4674979.300299978,297894.5999999997,4972873.9002999775,390915.12510900106
303,20010806,4864207.9468999775,331032.5999999995,5195240.546899977,407561.215936363
304,20010807,5052478.212299978,394183.19999999943,5446661.412299978,435495.8335740165
305,20010808,4992599.310449977,406137.94999999955,5398737.260449977,451882.80312885996
306,20010809,4929753.6081499765,388930.3999999998,5318684.008149976,436599.3022502579
307,20010810,4803091.897549977,413961.9999999994,5217053.897549976,438822.533102981
308,20010813,4686984.120049977,414189.4999999998,5101173.620049977,405282.6946978217
309,20010814,4561606.617799977,388769.49999999977,4950376.117799977,373979.42939919233
310,20010815,4421612.028199977,486038.8999999998,4907650.928199977,382199.0504821307
311,20010816,4417837.827199977,588720.2999999998,5006558.127199977,388854.99931066216
312,20010817,4519227.687199976,601448.2999999997,5120675.987199976,384041.14479214535
313,20010820,4519227.687199976,578542.2999999996,5097769.987199976,489966.8794720151
314,20010821,4519227.687199976,564561.5,5083789.187199976,448023.49612557143
315,20010822,4480561.787199976,588954.9000000001,5069516.687199976,439257.4972029914
316,20010823,4480561.787199976,593909.7000000001,5074471.487199976,602611.6813185462
317,20010824,4480561.787199976,571913.4000000004,5052475.187199976,561255.4440647138
318,20010827,4480561.787199976,573084.2000000002,5053645.987199976,562121.3540832342
319,20010828,4480561.787199976,603916.5000000001,5084478.287199976,626710.4936063384
320,20010829,4480561.787199976,619206.7000000002,5099768.487199976,674270.6488343433
321,20010830,4480561.787199976,713609.4999999997,5194171.287199976,756495.2572419449
322,20010831,4480561.787199976,624593.7500000005,5105155.537199976,778893.3734038516
323,20010903,4447877.287199976,622643.7500000006,5070521.037199977,776943.3734038518
324,20010904,4402218.787199976,446986.35000000044,4849205.1371999765,554972.5234182297
325,20010905,4277587.537199976,598293.4500000004,4875880.987199976,443473.0410228144
326,20010906,4277587.537199976,678161.4500000001,4955748.987199976,520185.9295387477
327,20010907,4277587.537199976,726653.1499999998,5004240.687199975,610086.4974900096
328,20010910,4277587.537199976,707177.8500000004,4984765.3871999765,585492.6899468252
329,20010911,4277587.537199976,729228.3500000006,5006815.8871999765,601393.1899468252
330,20010913,4277587.537199976,757845.55,5035433.087199976,627669.9899468246
331,20010914,4277587.537199976,852664.8500000003,5130252.3871999765,680645.3047503643
332,20010917,4277587.537199976,874510.5500000003,5152098.087199977,791340.1150376122
333,20010918,4364687.537199976,807124.7499999997,5171812.287199976,808846.1047503634
334,20010919,4375611.412799976,892837.75,5268449.162799976,1000438.8999999996
335,20010920,4388253.5023499755,865029.4500000004,5253282.952349976,951784.7000000002
336,20010921,4351734.5023499755,927722.2499999998,5279456.7523499755,919899.5999999995
337,20010924,4351734.5023499755,920993.8500000004,5272728.352349976,896498.3764801694
338,20010925,4351734.5023499755,943276.4499999998,5295010.952349976,1223185.9958042665
339,20010926,4351734.5023499755,920371.7499999999,5272106.2523499755,1182127.4999999995
340,20010927,4351734.5023499755,923665.5499999993,5275400.052349975,1179701.2999999993
341,20010928,4351734.5023499755,896243.1500000001,5247977.652349976,1137306.9000000001
342,20011001,4351734.5023499755,933190.45,5284924.952349976,1160023.5999999994
343,20011002,4351734.5023499755,923370.7500000002,5275105.2523499755,1117637.3000000003
344,20011003,4415859.5023499755,832619.7499999998,5248479.2523499755,1094361.5999999994
345,20011004,4415859.5023499755,789055.9499999997,5204915.452349976,1037355.3999999999
346,20011005,4415859.5023499755,800691.45,5216550.952349976,1025226.9000000001
347,20011008,4476489.5023499755,776020.6500000006,5252510.152349976,975240.1000000003
348,20011009,4450839.5023499755,743179.3500000002,5194018.852349976,844924.0
349,20011010,4450839.5023499755,688419.3500000001,5139258.852349976,773441.3999999997
350,20011011,4450839.5023499755,604829.9500000005,5055669.452349976,664769.1616664893
351,20011012,4432671.975149975,717055.75,5149727.725149975,679222.461666489
352,20011015,4420293.350149975,740836.75,5161130.100149975,679172.5588207062
353,20011016,4431343.226649975,729202.3499999999,5160545.576649975,651885.8615891322
354,20011017,4406585.976649975,720681.9500000004,5127267.926649976,626547.7381466726
355,20011018,4354536.099149976,804465.6000000003,5159001.6991499765,673090.3034608287
356,20011019,4338098.730649976,760751.9999999999,5098850.730649976,614230.666317939
357,20011022,4321473.730649976,809251.1000000002,5130724.830649977,655319.5482008546
358,20011023,4479663.730649976,642803.7000000002,5122467.430649976,566356.148200854
359,20011024,4479663.730649976,605891.1000000006,5085554.830649977,541477.9482008548
360,20011025,4541173.270649976,581747.1000000006,5122920.370649977,644426.1082384087
361,20011026,4541173.270649976,599955.0000000003,5141128.270649976,627286.198174282
362,20011029,4541173.270649976,568235.3000000007,5109408.570649977,521024.4474924453
363,20011030,4541173.270649976,557628.1000000003,5098801.370649977,491040.12575992104
364,20011031,4541173.270649976,575280.5000000001,5116453.770649976,493809.8289298422
365,20011101,4485823.270649976,654041.3000000005,5139864.570649977,421680.59999999974
366,20011102,4485823.270649976,658279.1000000006,5144102.370649977,376698.1621370798
367,20011105,4464655.270649976,677630.7000000003,5142285.970649976,379035.3999999998
368,20011106,4464655.270649976,679288.3000000003,5143943.570649976,372583.57681739633
369,20011107,4464655.270649976,655365.3000000002,5120020.570649976,345403.3337121011
370,20011108,4842602.770649976,228099.9000000004,5070702.6706499765,267392.93371210154
371,20011109,4816577.996199976,175156.15000000023,4991734.146199976,215007.5264554128
372,20011112,4776137.595749975,206615.3500000001,4982752.945749976,248134.12645541265
373,20011113,4747619.073899975,201033.05000000034,4948652.123899976,236051.8264554129
374,20011114,4747619.073899975,262332.9500000002,5009952.023899975,291806.32645541267
375,20011115,4747619.073899975,335192.35000000003,5082811.423899975,362057.1277277858
376,20011116,4850940.373899975,211426.4499999999,5062366.823899975,282763.70316983975
377,20011119,4820619.123899975,196960.45000000033,5017579.573899975,263890.2766727679
378,20011120,4802851.623899975,188014.94999999995,4990866.573899975,249502.19464017922
379,20011121,4772532.873899975,205481.15000000008,4978014.023899975,256441.10563740393
380,20011122,4742214.123899975,205481.15000000008,4947695.273899975,256441.10563740393
381,20011123,4709139.123899975,212253.64999999982,4921392.773899974,252708.56228231583
382,20011126,4676615.373899975,253813.05,4930428.423899975,293127.96228231606
383,20011127,4676615.373899975,211758.95000000033,4888374.323899975,251073.86228231646
