,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high1,last_high2,last_low1,last_low2
0,20000601,651.0,659.5,650.0,653.9,837,10026,653.9,653.9,9.5,,,,
1,20000602,650.0,668.5,650.0,666.8,927,10078,654.4058823529411,654.1554455445545,9.678217821782178,,,,
2,20000605,664.5,676.5,664.5,672.8,1034,10113,655.1272202998846,654.5246446426821,9.724193706499364,666.8,666.8,653.9,653.9
3,20000606,673.0,673.5,663.5,665.9,929,9956,655.5496822489088,654.7498992042132,9.729655217261753,672.8,672.8,653.9,653.9
4,20000607,665.5,670.0,648.0,648.8,2687,8634,655.2849888273829,654.6320794179911,9.97263234167241,672.8,672.8,653.9,653.9
5,20000608,649.5,659.3,645.5,654.4,1279,8834,655.2502833831718,654.6274837859517,10.048421800253154,672.8,672.8,648.8,648.8
6,20000609,654.5,660.5,649.6,652.3,511,8778,655.1345859955965,654.581394998111,10.065284734901606,672.8,672.8,648.8,648.8
7,20000612,651.0,662.0,648.4,658.5,719,8803,655.266563015377,654.6589911367623,10.135279096586723,672.8,672.8,648.8,648.8
8,20000613,658.5,664.4,653.5,655.6,546,8728,655.2796389755582,654.6776249756383,10.150422084773124,672.8,672.8,648.8,648.8
9,20000614,652.5,652.5,639.5,644.5,1635,8304,654.8569080353402,654.4760878474078,10.268235508837023,672.8,672.8,648.8,648.8
10,20000615,644.5,650.5,640.5,643.8,435,8196,654.4233037986602,654.2646801672612,10.262923914602627,672.8,672.8,644.5,644.5
11,20000616,641.0,651.5,641.0,648.6,611,7919,654.1949389438107,654.152508282761,10.26761849055109,672.8,672.8,643.8,643.8
12,20000619,650.3,663.5,650.3,663.0,922,7990,654.5402354558181,654.3277061385479,10.35934881747087,672.8,672.8,643.8,643.8
13,20000620,657.6,680.5,657.6,676.8,1710,8101,655.4131673987272,654.7727020565965,10.607678543857585,672.8,672.8,643.8,643.8
14,20000621,674.6,679.4,662.5,670.6,1586,7813,656.0087294615222,655.0861138970599,10.732278968731691,676.8,676.8,643.8,643.8
15,20000622,670.6,682.5,667.2,676.6,1390,7339,656.8162302669527,655.5121314436528,10.822728890142944,676.8,676.8,643.8,643.8
16,20000623,677.0,677.0,660.6,665.6,3152,6339,657.1606918251115,655.7118912170458,10.933169902219321,676.8,676.8,643.8,643.8
17,20000626,660.6,683.5,660.6,679.9,1144,5555,658.0524294005974,656.1908636681934,11.170136834848641,676.8,676.8,643.8,643.8
18,20000627,679.0,681.5,656.6,671.0,3834,3483,658.5601772672406,656.4841138925856,11.44201531336649,679.9,679.9,643.8,643.8
19,20000628,670.5,689.4,670.5,687.3,3038,3029,659.6872291391136,657.0943294590691,11.58969817844834,679.9,679.9,643.8,643.8
20,20000629,682.0,684.0,677.0,682.2,1169,8431,660.570082898364,657.5914714499786,11.564159600657284,687.3,687.3,643.8,643.8
21,20000630,678.1,678.1,666.0,670.5,1404,8554,660.9594914121536,657.8470858767117,11.65595842044625,687.3,687.3,643.8,643.8
22,20000705,664.2,664.2,639.2,646.4,2482,8047,660.3885309646182,657.620410908856,12.04494934281365,687.3,687.3,643.8,643.8
23,20000706,646.5,656.0,646.0,654.0,901,8090,660.1380003385548,657.5487196037301,12.0044552964213,687.3,687.3,643.8,643.8
24,20000707,657.9,663.8,653.1,659.8,618,8238,660.1247454233173,657.5932994135572,11.978624498472362,687.3,687.3,643.8,643.8
25,20000710,664.0,667.5,662.0,666.7,443,8256,660.3825985439715,657.7736301182393,11.89389926087885,687.3,687.3,643.8,643.8
26,20000711,667.2,669.0,661.5,666.0,297,8272,660.6028887971491,657.9365285317396,11.806891354722833,687.3,687.3,643.8,643.8
27,20000712,663.5,677.8,663.5,668.8,850,8239,660.9243441384374,658.1516467786358,11.856259842748122,687.3,687.3,643.8,643.8
28,20000713,667.8,678.5,667.1,673.7,910,8153,661.4253502506556,658.4595349612371,11.847224994376871,687.3,687.3,643.8,643.8
29,20000714,673.0,687.8,670.0,686.7,908,8547,662.416512985924,659.0187520907175,11.965101727161487,687.3,687.3,643.8,643.8
30,20000717,693.0,702.5,689.0,701.5,1001,8753,663.9491987511818,659.8599649206043,12.041040306821655,687.3,687.3,643.8,643.8
31,20000718,699.1,702.9,691.0,697.9,737,9074,665.2806027217238,660.6132329419785,12.038247429458849,701.5,701.5,643.8,643.8
32,20000719,694.3,698.0,688.5,696.7,806,9177,666.5127359483229,661.327822388672,11.98798510412303,701.5,701.5,643.8,643.8
33,20000720,697.0,711.6,695.4,707.6,1014,9312,668.1240012052514,662.2441031334507,12.07139133968495,701.5,701.5,643.8,643.8
34,20000721,711.0,714.0,702.0,706.2,725,9487,669.6171776285748,663.1145169327883,12.069977649790198,707.6,707.6,643.8,643.8
35,20000724,705.0,707.8,700.8,701.9,423,9550,670.8831706627484,663.8825463004558,11.96958205276465,707.6,707.6,643.8,643.8
36,20000725,698.2,706.0,686.0,693.6,770,9437,671.7740267151896,664.4710107301498,12.128600229937627,707.6,707.6,643.8,646.4
37,20000726,696.0,696.8,690.0,692.4,608,9559,672.5828884126331,665.024060022622,12.023083393701237,707.6,707.6,643.8,646.4
38,20000727,694.5,694.5,684.1,691.8,797,9395,673.3365006317455,665.5542766558375,11.99094312847943,707.6,707.6,643.8,646.4
39,20000728,686.0,695.0,686.0,693.7,365,9434,674.1350692344221,666.1116177121576,11.931716531875876,707.6,707.6,643.8,646.4
40,20000731,697.9,712.0,697.5,707.6,748,9454,675.4474194605232,666.9331698366693,12.057821155007046,707.6,707.6,643.8,646.4
41,20000801,707.5,721.0,707.5,719.9,998,9617,677.1906579130517,667.9820179587155,12.0863791519376,707.6,707.6,643.8,646.4
42,20000802,721.0,738.0,721.0,732.2,1178,9801,679.3478870145007,669.2536611674537,12.20546075288933,719.9,719.9,643.8,646.4
43,20000803,733.0,736.0,689.0,691.5,2350,9045,679.8244404649124,669.6941827284943,12.894461530059838,732.2,732.2,643.8,646.4
44,20000804,691.0,706.0,691.0,700.8,882,9025,680.6470114270727,670.3101395061478,12.936155361147762,732.2,732.2,643.8,646.4
45,20000807,695.0,695.0,687.0,692.2,706,8935,681.1000698024816,670.7436020901845,12.95326119558048,732.2,732.2,643.8,646.4
46,20000808,689.5,706.0,688.1,705.6,699,8909,682.0608513788549,671.4338277913689,13.05121641943037,732.2,732.2,643.8,646.4
47,20000809,700.0,712.0,699.1,700.3,494,8923,682.7761121090958,672.0054351618369,13.048222034887194,732.2,732.2,643.8,646.4
48,20000810,700.0,710.5,699.3,709.8,593,8859,683.8358724185431,672.753842386355,13.011623578750815,732.2,732.2,643.8,654.0
49,20000811,693.5,698.9,689.0,694.4,739,8780,684.2501519315414,673.1824791707836,13.165848854419114,732.2,732.2,643.8,659.8
50,20000814,694.4,702.0,690.5,692.0,494,8838,684.5540675420692,673.5551033456196,13.132861748391013,732.2,732.2,643.8,666.0
51,20000815,694.0,701.0,694.0,700.2,394,8828,685.1676335208116,674.082725061548,13.05102290188822,732.2,732.2,643.8,666.0
52,20000816,699.1,703.9,696.0,700.0,380,8841,685.749294951368,674.5959384266658,12.949022448385483,732.2,732.2,643.8,668.8
53,20000817,699.0,699.0,692.2,694.6,334,8728,686.0963814238634,674.9920584578209,12.847061607823393,732.2,732.2,643.8,673.7
54,20000818,693.0,696.0,691.1,692.8,267,8669,686.3592684268491,675.3446909636067,12.68969405123283,732.2,732.2,643.8,686.7
55,20000821,692.0,701.0,692.0,699.6,300,8716,686.8785128022668,675.8249941128422,12.616630802693567,732.2,732.2,643.8,691.5
56,20000822,702.0,704.9,697.0,699.3,301,8784,687.3656299472759,676.2898457145681,12.52323217293726,732.2,732.2,643.8,691.5
