,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high1,last_high2,last_low1,last_low2
0,20000601,241.25,241.65,240.95,241.45,3099,16252,241.45,241.45,0.700000000000017,,,,
1,20000602,241.75,243.1,241.7,242.95,4130,16268,241.50882352941176,241.479702970297,0.7188118811881357,,,,
2,20000605,243.55,243.55,242.675,243.325,3266,16497,241.5800461361015,241.51624350553865,0.7219047152240141,242.95,242.95,241.45,241.45
3,20000606,243.8,244.1,243.0,244.0,5311,16875,241.6749462876269,241.5654268024587,0.7293917505661127,243.325,243.325,241.45,241.45
4,20000607,243.5,243.6,242.45,242.85,6075,16781,241.72102682536703,241.59086389547932,0.7456414188717345,244.0,244.0,241.45,241.45
5,20000608,243.325,243.6,242.05,242.175,5796,16124,241.7388296949605,241.602430947054,0.7615693115673434,244.0,244.0,241.45,241.45
6,20000609,242.85,243.5,242.6,243.125,5808,16061,241.79318931476595,241.63258082929053,0.7727263549026433,244.0,244.0,241.45,241.45
7,20000612,243.4,243.4,241.3,241.8,5543,16231,241.7934564004614,241.6358960603937,0.7990090013402146,244.0,244.0,241.45,241.45
8,20000613,241.1,241.1,240.0,240.65,5786,15227,241.74861497299233,241.61637336612847,0.8188306052740719,244.0,244.0,241.45,241.45
9,20000614,240.6,241.0,239.925,240.525,4233,16517,241.70063007209066,241.59476201234375,0.8239032665557733,244.0,244.0,240.65,240.65
10,20000615,240.2,240.85,239.7,240.45,3531,16833,241.6515857555381,241.5720934576439,0.8303606276140749,244.0,244.0,240.525,240.525
11,20000616,240.75,242.05,240.75,241.825,3778,16806,241.65838631414445,241.57710150798758,0.8456010112256779,244.0,244.0,240.45,240.45
12,20000619,241.65,243.0,241.225,242.85,3426,17196,241.70511626260938,241.6023074187205,0.8640049515974467,244.0,244.0,240.45,240.45
13,20000620,242.9,243.0,242.45,242.575,2740,17737,241.7392293503502,241.62156865795376,0.8577870317638342,244.0,244.0,240.45,240.45
14,20000621,242.75,242.875,242.2,242.65,2604,17873,241.7749458464149,241.64193363502397,0.8541674865803922,244.0,244.0,240.45,240.45
15,20000622,242.85,243.1,242.6,242.875,2292,18116,241.81808522498687,241.66635079076607,0.8471542690243449,244.0,244.0,240.45,240.45
16,20000623,243.1,244.75,243.1,244.25,5695,19068,241.91345443185014,241.71751216124596,0.867507649835744,244.0,244.0,240.45,240.45
17,20000626,243.95,244.05,242.65,242.875,5990,19633,241.95116210118934,241.7404327125084,0.8820124488488975,244.25,244.25,240.45,240.45
18,20000627,242.45,242.725,241.45,241.8,4215,19417,241.9452341756525,241.74161226275578,0.8927646775845631,244.25,244.25,240.45,240.45
19,20000628,242.0,242.6,241.7,242.55,3582,20158,241.96895048248965,241.757619940721,0.8929079512957601,244.25,244.25,240.45,240.45
20,20000629,242.6,243.45,242.45,243.05,4107,20089,242.01134458121555,241.78321162506316,0.8950285859235668,244.25,244.25,240.45,240.45
21,20000630,243.05,243.2,242.0,242.125,3514,21188,242.015801656462,241.78997971169557,0.9010676238260702,244.25,244.25,240.45,240.45
22,20000703,242.25,242.4,241.3,241.7,3142,21383,242.00341727777723,241.78819793522635,0.9050068787998112,244.25,244.25,240.45,240.45
23,20000705,241.6,241.6,240.75,241.25,4373,20749,241.97387150217813,241.7775405503704,0.9058978316948643,244.25,244.25,240.45,240.45
24,20000706,242.1,242.6,241.65,242.525,4822,20240,241.99548438444566,241.79234172759078,0.9146919340375401,244.25,244.25,240.45,240.45
25,20000707,242.55,243.975,242.35,243.6,5471,20398,242.0584065654478,241.8281369409058,0.9287574402942225,244.25,244.25,240.45,240.45
26,20000710,243.5,243.5,242.75,242.85,4097,20123,242.08944944523415,241.8483718529671,0.9271978870210694,244.25,244.25,240.45,240.45
27,20000711,242.6,242.6,240.85,240.85,6051,18923,242.04084358463675,241.82860211330438,0.948441493218672,244.25,244.25,240.45,240.45
28,20000712,239.8,239.9,238.85,238.85,8462,17978,241.9157124636706,241.76961989323894,0.9692644339470151,244.25,244.25,240.45,240.45
29,20000713,238.65,239.5,238.525,238.6,7441,16802,241.7856845239188,241.70685514287777,0.9693780095124206,244.25,244.25,238.85,238.85
30,20000714,239.4,240.0,239.2,239.975,5234,15854,241.7146772876867,241.67256098163267,0.9779051776408876,244.25,244.25,238.6,238.6
31,20000717,240.05,240.05,238.85,239.0,4554,14834,241.60821935483625,241.6196389819964,0.9823030949153257,244.25,244.25,238.6,238.6
32,20000718,238.8,239.85,238.8,239.35,4370,14026,241.51966173307795,241.57469563581824,0.9836436276892794,244.25,244.25,238.6,238.6
33,20000719,239.05,239.05,237.6,238.0,4322,13792,241.38163578276118,241.50390958362382,0.9988190013984025,244.25,244.25,238.6,238.6
34,20000720,238.325,239.475,238.225,239.425,2197,15681,241.30490496775093,241.46274305721542,1.0082483281033845,244.25,244.25,238.0,238.0
35,20000721,239.025,239.575,238.175,238.3,1893,16043,241.1870655572509,241.40011448182503,1.016005786952822,244.25,244.25,238.0,238.0
36,20000724,238.375,239.175,238.125,238.65,1981,15769,241.08757279029987,241.34565676931365,1.0166789396864298,244.25,244.25,238.0,238.0
37,20000725,238.875,239.15,238.425,238.7,1923,15990,240.9939424847979,241.29326752635694,1.0109031190985796,244.25,244.25,238.0,238.0
38,20000726,238.225,238.925,238.025,238.65,1779,15841,240.9020231716686,241.24092559514196,1.008707017730291,244.25,244.25,238.0,238.0
39,20000727,239.075,240.075,239.075,239.95,2923,15846,240.86468892964237,241.21536271206983,1.0169504431217702,244.25,244.25,238.0,238.0
40,20000728,239.825,240.425,239.8,240.0,2363,15614,240.83077955985246,241.19129612371202,1.0091890482084678,244.25,244.25,238.0,238.0
41,20000731,240.025,240.275,239.075,239.275,1861,15872,240.76976859672098,241.15334966581673,1.0129674828974093,244.25,244.25,238.0,238.0
42,20000801,238.925,238.925,237.325,237.35,4658,16400,240.63566002430053,241.0780358110481,1.031522582245976,244.25,243.6,238.0,238.0
43,20000802,237.525,238.025,237.325,237.75,4067,16941,240.52249688609268,241.01213411181942,1.024957778637145,244.25,243.6,237.35,237.35
44,20000803,237.625,238.475,237.425,237.45,2825,17309,240.40200681212826,240.94159680267447,1.0254536642086864,244.25,243.6,237.35,237.35
45,20000804,237.625,238.575,237.55,238.3,2630,17774,240.31957517243697,240.88928795509676,1.0274248787788114,244.25,243.6,237.35,237.35
46,20000807,237.925,238.7,237.7,238.575,2743,17974,240.25116045979237,240.8434604708374,1.0268818118723002,244.25,243.6,237.35,237.35
47,20000808,238.025,238.025,236.975,237.025,4142,18516,240.12464436332994,240.76784739220696,1.0382306868847297,244.25,243.6,237.35,237.35
48,20000809,236.725,237.525,236.65,237.125,3824,18241,240.00701125104248,240.69571180028208,1.034998396055329,244.25,243.6,237.025,237.025
49,20000810,236.825,237.525,236.675,237.3,2680,18315,239.90085394708004,240.6284699824547,1.031335061479976,244.25,243.6,237.025,237.025
50,20000811,237.325,237.975,237.025,237.775,2893,18625,239.81748712562592,240.57196562636648,1.0297244662031444,244.25,243.6,237.025,237.025
51,20000814,237.125,237.475,236.825,236.875,2992,18672,239.70209547364058,240.4987583862404,1.0281457639020923,244.25,242.85,237.025,237.025
52,20000815,236.125,236.275,234.875,234.875,4495,18568,239.5127976119292,240.38739683403762,1.0473904022406648,244.25,240.85,236.875,236.875
53,20000816,233.925,234.375,233.5,234.25,3612,18776,239.30641339185354,240.26586422346261,1.0538777210081764,244.25,240.0,234.875,234.875
54,20000817,234.575,235.225,234.575,234.9,2757,18956,239.13361286668282,240.15960948636433,1.0523157859387076,244.25,240.0,234.25,234.25
55,20000818,235.375,235.675,235.25,235.375,1938,19258,238.98621628367565,240.0648647440601,1.0468243842369511,244.25,240.0,234.25,234.25
56,20000821,235.425,235.825,234.825,235.375,2399,19306,238.84459995882563,239.9719961352668,1.0458971687075065,244.25,240.0,234.25,234.25
57,20000822,235.525,235.975,234.225,234.275,3332,19203,238.6653999604403,239.85918433060806,1.05983979903013,244.25,240.0,234.25,234.25
58,20000823,233.575,234.925,233.525,234.75,3604,19027,238.51185486395246,239.75801236366533,1.0665756445938899,244.25,240.0,234.25,234.25
59,20000824,235.125,235.325,234.675,235.125,2383,19386,238.3790370261504,239.66626954458286,1.0583266219286638,244.25,240.0,234.25,234.25
60,20000825,235.225,235.275,234.325,235.025,2957,19431,238.2475061623798,239.57436321696736,1.0561815403063144,244.25,240.0,234.25,234.25
61,20000828,234.725,235.55,234.475,235.375,2949,19507,238.13485886189432,239.49120750970067,1.0565541830725262,244.25,240.0,234.25,234.25
62,20000829,234.775,234.775,233.375,233.4,3717,19830,237.94917812221217,239.37058953921155,1.0752362784572287,244.25,240.0,234.25,234.25
63,20000830,233.275,234.175,233.05,234.1,3399,19244,237.7982299605568,239.2662214295242,1.0762216986857984,244.25,240.0,233.4,233.4
64,20000831,234.325,234.825,234.075,234.75,3286,18588,237.67869153073104,239.17679130220688,1.069761863068258,244.25,240.0,233.4,233.4
65,20000901,234.75,235.2,234.625,234.85,2031,19441,237.56776245109452,239.09111226651962,1.0599645984530446,244.25,240.0,233.4,233.4
66,20000905,235.175,236.075,235.175,235.95,4704,19096,237.50432078634572,239.02891202361823,1.0632326262064495,244.25,239.275,233.4,233.4
67,20000906,236.125,236.35,235.825,236.1,3584,18663,237.4492493829596,238.97091376572482,1.0525745544003813,243.6,238.575,233.4,233.4
68,20000907,236.0,236.0,234.925,235.525,3923,18741,237.37378862284353,238.90267784957186,1.0549988206498784,243.6,238.575,233.4,233.4
69,20000908,236.025,236.125,235.425,235.975,3099,18327,237.31893416704574,238.84470403076847,1.047969141033049,243.6,238.575,233.4,233.4
70,20000911,235.875,235.925,235.15,235.2,2931,17351,237.23583870951452,238.77253167372353,1.0435539105175429,243.6,238.575,233.4,233.4
71,20000912,235.375,236.425,235.125,235.975,5358,16588,237.18639405423946,238.71713500691712,1.0486320509033342,243.6,238.575,233.4,233.4
72,20000913,235.85,236.55,235.45,235.95,5689,16321,237.13790801289673,238.6623402543049,1.0496492380141598,243.6,237.775,233.4,233.4
73,20000914,236.175,236.525,235.725,236.25,4443,15836,237.10308809082235,238.61457114035827,1.044705688746553,243.6,237.775,233.4,233.4
74,20000915,236.525,236.875,236.25,236.5,3707,15815,237.07943757745676,238.5726984445096,1.0363946850089973,243.6,237.775,233.4,233.4
75,20000918,236.575,236.675,235.925,236.25,3000,17237,237.04691061363494,238.52670441590544,1.030723503127631,243.6,237.775,233.4,233.4
76,20000919,236.125,236.375,235.725,236.2,1990,17396,237.01369843270808,238.48063106113503,1.023184423857777,242.85,236.875,233.4,233.4
77,20000920,236.175,237.075,236.175,237.025,3204,17636,237.01414163142542,238.4518066836868,1.0207451283358404,240.85,236.5,233.4,233.4
78,20000921,237.325,237.9,237.025,237.875,3157,17727,237.04790078313422,238.44038476915836,1.0178590861905763,240.0,237.025,233.4,233.4
